Index,Producer,Wine Name,Year,Price,Size (ml),Score,Link
2239,DOMAINE SERENE,Pinot Noir Willamette Valley Jerusalem Hill Vineyard,2010,85.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/355504
2240,DOMAINE SERENE,Pinot Noir Willamette Valley Jerusalem Hill Vineyard,2009,85.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/318046
2241,DOMAINE SERENE,Pinot Noir Willamette Valley Jerusalem Hill Vineyard,2006,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/263039
2242,DOMAINE SERENE,Pinot Noir Willamette Valley Mark Bradford Vineyard,2005,90.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/252303
2243,DOMAINE SERENE,Pinot Noir Willamette Valley Mark Bradford Vineyard,2003,90.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/211126
2244,DOMAINE SERENE,Pinot Noir Willamette Valley Winery Hill Vineyard,2006,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/260043
2245,DOMAINE SERENE,Pinot Noir Willamette Valley Yamhill Cuvée,2015,52.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/855543
2246,DOMAINE SERENE,Pinot Noir Willamette Valley Yamhill Cuvée,2014,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/442275
2247,DOMAINE SERENE,Pinot Noir Willamette Valley Yamhill Cuvée,2013,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425589
2248,DOMAINE SERENE,Pinot Noir Willamette Valley Yamhill Cuvée,2012,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405931
2249,DOMAINE SERENE,Pinot Noir Willamette Valley Yamhill Cuvée,2010,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/355505
2250,DOMAINE SERENE,Pinot Noir Willamette Valley Yamhill Cuvée,2008,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/295684
2251,DOMAINE SERENE,Pinot Noir Willamette Valley Yamhill Cuvée,1999,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/99026
2252,DOMAINE SERENE,Pinot Noir Yamhill-Carlton Abbey Oaks Vineyard,2017,90.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1267658
2253,DROUHIN FAMILY,Pinot Noir Willamette Valley Petites Secondes,2016,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1237129
2254,DROUHIN OREGON ROSEROCK,Chardonnay Eola-Amity Hills,2018,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269667
2255,DROUHIN OREGON ROSEROCK,Chardonnay Eola-Amity Hills,2016,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/459115
2256,DROUHIN OREGON ROSEROCK,Chardonnay Eola-Amity Hills,2014,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/416041
2257,DROUHIN OREGON ROSEROCK,Pinot Noir Eola-Amity Hills,2017,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269669
2258,DROUHIN OREGON ROSEROCK,Pinot Noir Eola-Amity Hills Zéphirine,2015,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/458271
2259,EBONY,Chardonnay Willamette Valley The Hive,2013,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/406421
2260,EISOLD-SMITH,Chardonnay Eola-Amity Hills,2009,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/333750
2261,ELEMENTAL CELLARS,Pinot Noir Willamette Valley Witness Tree Vineyard,2016,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245532
2262,ÉLEVÉE,Pinot Noir Chehalem Mountains Madrona Hill Vineyard,2016,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1228459
2263,ÉLEVÉE,Pinot Noir Dundee Hills Élevée Vineyard,2017,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245223
2264,ÉLEVÉE,Pinot Noir Dundee Hills Élevée Vineyard,2016,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1228458
2265,ÉLEVÉE,Pinot Noir Eola-Amity Hills Björnson Vineyard,2017,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245224
2266,ÉLEVÉE,Pinot Noir Eola-Amity Hills Björnson Vineyard,2016,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239565
2267,ELIZABETH CHAMBERS,Pinot Noir Willamette Valley Winemaker's Cuvée,2012,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/397232
2268,ELK COVE,Chardonnay Yamhill-Carlton District Goodrich,2017,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243397
2269,ELK COVE,Chardonnay Yamhill-Carlton District Goodrich,2014,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425590
2270,ELK COVE,Pinot Noir Chehalem Mountains Clay Court,2016,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/457068
2271,ELK COVE,Pinot Noir Chehalem Mountains Clay Court,2015,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/440549
2272,ELK COVE,Pinot Noir Chehalem Mountains Clay Court,2014,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/416037
2273,ELK COVE,Pinot Noir Chehalem Mountains Clay Court,2013,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/397865
2274,ELK COVE,Pinot Noir Chehalem Mountains Five Mountain,2017,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243395
2275,ELK COVE,Pinot Noir Chehalem Mountains Five Mountain,2014,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425591
2276,ELK COVE,Pinot Noir Oregon Roosevelt,1999,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/107132
2277,ELK COVE,Pinot Noir Oregon Roosevelt,1998,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/88914
2278,ELK COVE,Pinot Noir Willamette Valley,2018,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1272615
2279,ELK COVE,Pinot Noir Willamette Valley,2010,29.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/335679
2280,ELK COVE,Pinot Noir Willamette Valley,2009,27.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/314515
2281,ELK COVE,Pinot Noir Willamette Valley Clay Court,2009,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/314094
2282,ELK COVE,Pinot Noir Willamette Valley La Bohème,2008,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/285045
2283,ELK COVE,Pinot Noir Willamette Valley Roosevelt,2009,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/313539
2284,ELK COVE,Pinot Noir Willamette Valley Roosevelt,2004,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/211457
2285,ELK COVE,Pinot Noir Willamette Valley Roosevelt,2003,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/164856
2286,ELK COVE,Pinot Noir Willamette Valley Shea,2005,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/229589
2287,ELK COVE,Pinot Noir Willamette Valley Wind Hills Vineyard,1985,15.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/6639
2288,ELK COVE,Pinot Noir Yamhill-Carlton District La Bohème,2013,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405932
2289,ELK COVE,Riesling Willamette Valley Ultima,2000,35.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/108370
2290,ELK COVE,Riesling Willamette Valley Ultima,1992,20.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1767
2291,ELK COVE,Ultima Willamette Valley,2004,35.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/211538
2292,ELTON,Pinot Noir Eola-Amity Hills Florine,2016,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/463717
2293,ELTON,Pinot Noir Eola-Amity Hills Self-Rooted,2017,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1242435
2294,EOLA HILLS,Chardonnay Oregon Mystery Block Reserve,1999,18.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/102860
2295,EOLA HILLS,Chardonnay Oregon Visconti Vineyards,1992,15.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1745
2296,EOLA HILLS,Gewürztraminer Oregon Late Harvest Vin d'Epice,1996,15.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/61377
2297,EOLA HILLS,Pinot Noir Oregon Wolf Hill Vineyard,2000,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/128188
2298,ERATH,Gewürztraminer Willamette Valley,1994,18.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/40400
2299,ERATH,Pinot Noir Chehalem Mountains Dion,2010,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/335251
2300,ERATH,Pinot Noir Dundee Hills Estate Selection,2006,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/242456
2301,ERATH,Pinot Noir Dundee Hills Estate Selection,2005,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/230669
2302,ERATH,Pinot Noir Dundee Hills Estate Selection,2004,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/211447
2303,ERATH,Pinot Noir Dundee Hills Niederberger,2009,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/311026
2304,ERATH,Pinot Noir Dundee Hills Niederberger,2006,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251197
2305,ERATH,Pinot Noir Dundee Hills Prince Hill,2015,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/448055
2306,ERATH,Pinot Noir Dundee Hills Prince Hill,2014,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427259
2307,ERATH,Pinot Noir Dundee Hills Prince Hill,2011,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/372652
2308,ERATH,Pinot Noir Dundee Hills Prince Hill,2009,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/307424
2309,ERATH,Pinot Noir Dundee Hills Prince Hill,2008,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/291195
2310,ERATH,Pinot Noir Dundee Hills Prince Hill,2006,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/248066
2311,ERATH,Pinot Noir McMinnville Hyland,2010,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/335252
2312,ERATH,Pinot Noir Willamette Valley Battle Creek,2008,47.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290285
2313,ERATH,Pinot Noir Willamette Valley Battle Creek,2006,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/248067
2314,ERATH,Pinot Noir Willamette Valley Estate Selection,2009,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/312915
2315,ERATH,Pinot Noir Willamette Valley Estate Selection,2002,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/164401
2316,ERATH,Pinot Noir Willamette Valley La Nuit Magique Reserve,2010,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/336466
2317,ERATH,Pinot Noir Willamette Valley Le Jour Magique White,2011,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/350512
2318,ERATH,Pinot Noir Willamette Valley Le Jour Magique White,2010,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/336505
2319,ERATH,Pinot Noir Willamette Valley Prince Hill,1999,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/120471
2320,ERATH,Pinot Noir Willamette Valley Sweet Harvest,2010,25.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/313540
2321,ERATH,Pinot Noir Yamhill-Carlton District Bishop Creek,2006,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251198
2322,ERATH,White Pinot Noir Willamette Valley Le Jour Magique,2009,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/302305
2323,ERMISCH,Pinot Noir Willamette Valley Erendira's Rise,2014,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/429172
2324,ERMISCH,Pinot Noir Willamette Valley Erendira's Rise,2012,39.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/390328
2325,ET FILLE,Pinot Noir Dundee Hills Maresh Vineyard,2006,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/241229
2326,ET FILLE,Pinot Noir Eola-Amity Hills Palmer Creek Vineyard,2015,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/459118
2327,ET FILLE,Pinot Noir Eola-Amity Hills Palmer Creek Vineyard,2007,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/264903
2328,ET FILLE,Pinot Noir Eola-Amity Hills Palmer Creek Vineyard,2005,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/230734
2329,ET FILLE,Pinot Noir Willamette Valley,2016,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1240174
2330,ET FILLE,Pinot Noir Willamette Valley Heredity,2016,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1240172
2331,ET FILLE,Pinot Noir Yamhill-Carlton District Kalita Vineyard,2014,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/447527
2332,ET FILLE,Pinot Noir Yamhill-Carlton District Kalita Vineyard,2005,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/218405
2333,EVENING LAND,Chardonnay Eola-Amity Hills La Source Seven Springs Estate,2015,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/443842
2334,EVENING LAND,Chardonnay Eola-Amity Hills Mad Hatter,2009,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/310830
2335,EVENING LAND,Chardonnay Eola-Amity Hills Seven Springs,2017,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243997
2336,EVENING LAND,Chardonnay Eola-Amity Hills Seven Springs Vineyard,2013,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405916
2337,EVENING LAND,Gamay Noir Eola-Amity Hills Seven Springs Vineyard,2012,25.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/378476
2338,EVENING LAND,Pinot Noir Eola-Amity Hills,2009,25.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/312916
2339,EVENING LAND,Pinot Noir Eola-Amity Hills Seven Springs,2014,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/424209
2340,EVENING LAND,Pinot Noir Eola-Amity Hills Seven Springs Vineyard La Source,2007,90.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/264089
2341,EXPRESSION,Pinot Noir Eola-Amity Hills 44° Roserock Vineyard,2010,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/335253
2342,EXPRESSION 44°,Pinot Noir Eola-Amity Hills,2009,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/302306
2343,EXPRESSION 44°,Pinot Noir Eola-Amity Hills Willakia Vineyard,2006,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/258243
2344,EYRIE,Chardonnay Dundee Hills,2012,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/363095
2345,EYRIE,Chardonnay Dundee Hills Original Vines,2013,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/416038
2346,EYRIE,Chardonnay Dundee Hills Original Vines Reserve,2008,47.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/292274
2347,EYRIE,Pinot Noir Dundee Hills,2008,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/291196
2348,EYRIE,Pinot Noir Dundee Hills Daphne Estate,2012,80.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379874
2349,EYRIE,Pinot Noir Dundee Hills Daphne Vineyard,2009,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/313541
2350,EYRIE,Pinot Noir Willamette Valley,2012,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/372657
2351,EYRIE,Pinot Noir Willamette Valley,1985,19.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/11365
2352,FAIRSING,Pinot Noir Yamhill-Carlton,2017,46.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245043
2353,FAIRSING,Pinot Noir Yamhill-Carlton Dardis,2017,62.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245042
2354,FAUSSE PISTE,Syrah Oregon-Washington Pour L'amour De Dieu,2008,21.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/285734
2355,FIDDLEHEAD,Pinot Noir Willamette Valley,1994,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/40427
2356,FLÂNEUR,Pinot Noir Chehalem Mountains La Belle Promenade,2017,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1270427
2357,FLÂNEUR,Pinot Noir Willamette Valley,2017,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1241806
2358,FLÂNEUR,Pinot Noir Willamette Valley Cuvée Constantin,2017,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1270429
2359,FLÂNEUR,Pinot Noir Willamette Valley Cuvée Constantin,2016,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/452619
2360,FOLIN,Tempranillo Rogue Valley Folin Vineyards,2012,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/406422
2361,FOX FARM,Pinot Noir Yamhill-Carlton District Bayliss-Bower Vineyard Reserve,2012,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/406423
2362,FRANCIS TANNAHILL,Gewürztraminer Oregon Passito,2007,28.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/295347
2363,FRANCIS TANNAHILL,Pinot Noir Willamette Valley The Hermit,2006,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290824
2364,GEODESY (OREGON),Chardonnay Eola-Amity Hills Eola Springs Vineyard,2018,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1270411
2365,GHOST HILL,Pinot Noir Yamhill-Carlton District,2006,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251199
2366,GOTHIC,Pinot Noir McMinnville Hyland Vineyard,2010,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/364863
2367,GRAN MORAINE,Chardonnay Yamhill-Carlton,2017,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245792
2368,GRAN MORAINE,Pinot Noir Yamhill-Carlton,2015,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/448145
2369,GRIFFIN CREEK,Cabernet Franc Rogue Valley,2011,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379875
2370,GRIFFIN CREEK,Malbec Rogue Valley,2011,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379876
2371,GRIFFIN CREEK,Merlot Rogue Valley,1996,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/72964
2372,GRIFFIN CREEK,Syrah Rogue Valley,2011,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379877
2373,GRIFFIN CREEK,Syrah Rogue Valley,2009,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/336560
2374,GYPSY DANCER,Pinot Noir Oregon Gary & Christine's Vineyard,2003,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/156026
2375,GYPSY DANCER,Pinot Noir Oregon Preview Cuvée Gary & Christine's Vineyard,2002,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/141400
2376,HADEN FIG,Pinot Noir Willamette Valley,2012,24.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/359821
2377,HAMACHER,Chardonnay Willamette Valley Cuvée Forȇts Diverses,2010,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/333755
2378,HAMACHER,Pinot Noir Oregon,2002,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/211127
2379,HAMACHER,Pinot Noir Oregon Durant Vineyard,2002,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/211128
2380,HAMACHER,Pinot Noir Willamette Valley,2012,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427260
2381,HAMACHER,Pinot Noir Willamette Valley,2010,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380225
2382,HAMACHER,Pinot Noir Willamette Valley,2002,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/156184
2383,HAMACHER,Pinot Noir Willamette Valley,2001,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/141686
2384,HAMILTON RUSSELL,Pinot Noir Ribbon Ridge Bramble Hill,2018,86.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1268501
2385,HARPER VOIT,Pinot Noir Dundee Hills Terrarossa Vineyard,2017,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1237222
2386,HARPER VOIT,Pinot Noir Willamette Valley Antiquum Vineyard,2017,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1237221
2387,HARPER VOIT,Pinot Noir Willamette Valley Antiquum Vineyard,2013,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/400802
2388,HARPER VOIT,Pinot Noir Willamette Valley Antiquum Vineyard,2012,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/390329
2389,HARPER VOIT,Pinot Noir Willamette Valley Huntington Hill Vineyard,2012,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379795
2390,HARPER VOIT,Pinot Noir Willamette Valley Perrydale Hills,2014,52.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425592
2391,HARPER VOIT,Pinot Noir Willamette Valley Strandline,2016,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/456976
2392,HARPER VOIT,Pinot Noir Willamette Valley Strandline,2015,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/440595
2393,HARPER VOIT,Pinot Noir Willamette Valley Strandline,2012,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/378343
2394,HAWKS VIEW,Pinot Gris Chehalem Mountains Hawks View Vineyard,2014,26.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/402318
2395,HOLMES GAP,Pinot Noir Willamette Valley,2014,44.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425593
2396,HYLAND,Pinot Noir McMinnville,2014,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/421492
2397,HYLAND,Pinot Noir McMinnville,2013,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/397866
2398,HYLAND,Pinot Noir McMinnville,2011,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/357805
2399,HYLAND,Pinot Noir McMinnville Coury,2013,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/397867
2400,HYLAND,Pinot Noir McMinnville Coury,2012,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379878
2401,HYLAND,Pinot Noir McMinnville Coury Old Vine Single Clone,2017,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1234657
2402,HYLAND,Pinot Noir McMinnville Hyland Vineyard,2009,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/314516
2403,HYLAND,Pinot Noir McMinnville Wadenswil,2012,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379879
2404,ILLAHE,Pinot Noir Willamette Valley,2010,20.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/336563
2405,ILLAHE,Pinot Noir Willamette Valley Reserve,2011,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/359807
2406,ILLAHE,Pinot Noir Willamette Valley Reserve,2008,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/307341
2407,IOTA,Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,2017,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1271774
2408,IRIS VINEYARDS,Pinot Noir Oregon Reserve,2006,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/272332
2409,J. CHRISTOPHER,Pinot Noir Chehalem Mountains Basalte,2016,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1246316
2410,J. CHRISTOPHER,Pinot Noir Chehalem Mountains Basalte,2015,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/458677
2411,J. CHRISTOPHER,Pinot Noir Chehalem Mountains Estate,2016,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/463013
2412,J. CHRISTOPHER,Pinot Noir Chehalem Mountains Medici Vineyard,2017,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1268934
2413,J. CHRISTOPHER,Pinot Noir Dundee Hills Dundee Hills Cuvée Special Selection,2016,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1246320
2414,J. CHRISTOPHER,Pinot Noir Dundee Hills Volcanique,2017,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1268932
2415,J. CHRISTOPHER,Pinot Noir Dundee Hills Volcanique,2016,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1246321
2416,J.K. CARRIERE,Chardonnay Willamette Valley Lucidité,2009,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/326659
2417,J.K. CARRIERE,Pinot Noir Willamette Valley,1999,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/94465
2418,J.K. CARRIERE,Pinot Noir Willamette Valley Provocateur,2017,26.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245144
2419,J.K. CARRIERE,Pinot Noir Willamette Valley Provocateur,2016,26.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1230953
2420,J.K. CARRIERE,Pinot Noir Willamette Valley Shea Vineyard,2009,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/324353
2421,J.K. CARRIERE,Pinot Noir Willamette Valley Vespidae,2017,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245143
2422,J.K. CARRIERE,Pinot Noir Willamette Valley Vespidae,2009,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/327832
2423,J.L. KIFF,Pinot Noir Yamhill-Carlton,2016,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1247312
2424,JOHAN,Pinot Noir Willamette Valley,2012,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379880
2425,JOHAN,Pinot Noir Willamette Valley,2011,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/359022
2426,JOHN THOMAS,Pinot Noir Willamette Valley,1991,17.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/2264
