Index,Title,Producer,Region,AVA,Year,Rating,Price,Review,Links
12260,David Hill 2001 Chardonnay (Willamette Valley),David Hill,WILLAMETTE VALLEY,Willamette Valley,2001,84,15,"Very soft in the mouth, with popcorn butter flavors and hints of ...",https://www.winemag.com/buying-guide/david-hill-2001-chardonnay-willamette-valley/
12261,Cuneo 2000 Pinot Noir (Willamette Valley),Cuneo,WILLAMETTE VALLEY,Willamette Valley,2000,89,15,"Rustic and spicy at first, and then it fills out nicely. The ...",https://www.winemag.com/buying-guide/cuneo-2000-pinot-noir-willamette-valley/
12262,Willamette Valley Vineyards 2000 Barrel Select Pinot Noir (Willamette Valley),Willamette Valley Vineyards,WILLAMETTE VALLEY,Willamette Valley,2000,87,15,"Light and appealing aromas of cherry, leather, rose petals and rubber kick ...",https://www.winemag.com/buying-guide/willamette-valley-2000-barrel-select-pinot-noir-willamette-valley/
12263,Elk Cove 2001 Pinot Gris (Willamette Valley),Elk Cove,WILLAMETTE VALLEY,Willamette Valley,2001,91,15,"Pinot gris as it should be — ripe and full-bodied, with expressive ...",https://www.winemag.com/buying-guide/elk-cove-2001-pinot-grigio-gris-gris-willamette-valley/
12264,The Eyrie Vineyards 2000 Pinot Gris (Willamette Valley),The Eyrie Vineyards,WILLAMETTE VALLEY,Willamette Valley,2000,91,15,Eyrie is back in stride with this benchmark pinot gris after a ...,https://www.winemag.com/buying-guide/eyrie-2000-pinot-grigio-gris-gris-willamette-valley/
12265,King Estate 1997 Reserve Chardonnay (Oregon),King Estate,OREGON OTHER,Oregon,1997,89,15,"This is much creamier, with much more leesy flavor than the regular ...",https://www.winemag.com/buying-guide/king-estate-1997-reserve-chardonnay-other/
12266,Sokol Blosser NV Evolution 6th Edition White (Oregon),Sokol Blosser,OREGON OTHER,Oregon,NV,86,15,"This funky white blend, now in its 6th rendition, carries no vintage ...",https://www.winemag.com/buying-guide/sokol-blosser-nv-evolution-6th-edition-white-other/
12267,Amity 2000 Schouten Vineyard Pinot Noir (Willamette Valley),Amity,WILLAMETTE VALLEY,Willamette Valley,2000,89,15,"Forward, clean, bright cherry fruit leads into a wine with firmness and ...",https://www.winemag.com/buying-guide/amity-2000-schouten-vineyard-pinot-noir-willamette-valley/
12268,Amity 2000 Eco-Wine Pinot Noir (Oregon),Amity,OREGON OTHER,Oregon,2000,85,15,"Fruity, like a Beaujolais, with light berry and cranberry flavors, followed by ...",https://www.winemag.com/buying-guide/amity-2000-eco-wine-pinot-noir-other/
12269,Sineann 2001 Pinot Gris (Oregon),Sineann,OREGON OTHER,Oregon,2001,91,15,This precision-crafted pinot Gris is a blend of grapes from three excellent ...,https://www.winemag.com/buying-guide/sineann-2001-pinot-grigio-gris-gris-other/
12270,Ponzi 2001 Pinot Blanc (Willamette Valley),Ponzi,WILLAMETTE VALLEY,Willamette Valley,2001,89,15,,https://www.winemag.com/buying-guide/ponzi-2001-pinot-blanc-willamette-valley/
12271,Chehalem 2001 Pinot Gris (Willamette Valley),Chehalem,WILLAMETTE VALLEY,Willamette Valley,2001,89,15,"Here is a solid, Oregon style Pinot Gris, with lots of rich, ...",https://www.winemag.com/buying-guide/chehalem-2001-pinot-grigio-gris-gris-willamette-valley/
12272,Erath 2000 Pinot Noir (Oregon),Erath,OREGON OTHER,Oregon,2000,86,15,"Black cherry and rubbery aromas yield to a clean, red-fruit palate that ...",https://www.winemag.com/buying-guide/erath-2000-pinot-noir-other/
12273,Bridgeview 2000 Blue Moon Pinot Noir (Oregon),Bridgeview,OREGON OTHER,Oregon,2000,84,15,"Rubber, chocolate, vanilla and an unwelcome note of cheddar cheese open up ...",https://www.winemag.com/buying-guide/bridgeview-2000-blue-moon-pinot-noir-other/
12274,Oak Knoll 1999 Pinot Noir (Willamette Valley),Oak Knoll,WILLAMETTE VALLEY,Willamette Valley,1999,82,15,,https://www.winemag.com/buying-guide/oak-knoll-1999-pinot-noir-willamette-valley/
12275,Valley View 2000 Anna Maria Chardonnay (Oregon),Valley View,OREGON OTHER,Oregon,2000,87,15,"Lots of ripe apple and tropical fruits, lots of butterscotch and caramel ...",https://www.winemag.com/buying-guide/valley-view-2000-anna-maria-chardonnay-other/
12276,Siskiyou Vineyards 2000 La Cave Rouge Red (Oregon),Siskiyou Vineyards,OREGON OTHER,Oregon,2000,86,15,From a very warm site in pear country comes this Cabernet/Merlot blend. ...,https://www.winemag.com/buying-guide/siskiyou-2000-cave-rouge-red-other/
12277,Girardet 1999 Marechal-Foch Red (Umpqua Valley),Girardet,SOUTHERN OREGON,Umpqua Valley,1999,86,15,"This is a good, dark, iron-rich wine, with earth and mineral dominating ...",https://www.winemag.com/buying-guide/girardet-1999-marechal-foch-red-southern-umpqua-valley/
12278,Abacela 1999 Malbec (Umpqua Valley),Abacela,SOUTHERN OREGON,Umpqua Valley,1999,85,15,"This unusual Oregon Malbec carries intense, rustic aromas mixing plum, grape, spice ...",https://www.winemag.com/buying-guide/abacela-1999-malbec-southern-umpqua-valley/
12279,Weisinger's of Ashland 1999 Gewürztraminer (Rogue Valley),Weisinger's of Ashland,SOUTHERN OREGON,Rogue Valley,1999,85,15,"Tart, apricot/white peach flavors offer no real hint of varietal perfume, though ...",https://www.winemag.com/buying-guide/weisingers-ashland-1999-gewurztraminer-southern-rogue-valley/
12280,Troon 1999 Cabernet Sauvignon (Applegate Valley),Troon,SOUTHERN OREGON,Applegate Valley,1999,85,15,A firm and fruity effort with some nice toasty elements. Precise and ...,https://www.winemag.com/buying-guide/troon-1999-cabernet-sauvignon-southern-applegate-valley/
12281,Wooldridge Creek 1999 IL Carrino Rosso Red Wine Red (Applegate Valley),Wooldridge Creek,SOUTHERN OREGON,Applegate Valley,1999,85,15,"This is a blend of 50% Cabernet Sauvignon, 30% Sangiovese and 20% ...",https://www.winemag.com/buying-guide/wooldridge-creek-1999-il-carrino-rosso-red-wine-southern-applegate-valley/
12282,Weisinger's of Ashland 1999 50% CH / 50% SEM Semillon-Chardonnay (Rogue Valley),Weisinger's of Ashland,SOUTHERN OREGON,Rogue Valley,1999,84,15,Some nice toasty flavors underscore generic fruit. When all is said and ...,https://www.winemag.com/buying-guide/weisingers-ashland-1999-50-ch-50-sem-white-blend-semillon-chardonnay-southern-rogue-valley/
12283,Bethel Heights 1999 Estate Grown Chardonnay (Willamette Valley),Bethel Heights,WILLAMETTE VALLEY,Willamette Valley,1999,89,15,"This taut, steely Chardonnay, muscular and firm, tastes of stone, mineral, herb ...",https://www.winemag.com/buying-guide/bethel-heights-1999-estate-grown-chardonnay-willamette-valley/
12284,Kings Ridge 2000 Pinot Noir (Oregon),Kings Ridge,OREGON OTHER,Oregon,2000,87,15,"This is the second label of Rex Hill, and it's a fine, ...",https://www.winemag.com/buying-guide/kings-ridge-2000-pinot-noir-other/
12285,Cooper Mountain 2000 Estate Bottled Pinot Gris (Willamette Valley),Cooper Mountain,WILLAMETTE VALLEY,Willamette Valley,2000,87,15,"Cooper Mountain grows organic grapes and does well by them, as this ...",https://www.winemag.com/buying-guide/cooper-mountain-2000-estate-bottled-pinot-grigio-gris-gris-willamette-valley/
12286,Sokol Blosser NV Evolution - 5th Edition White (Oregon),Sokol Blosser,OREGON OTHER,Oregon,NV,86,15,"This oddly packaged, nonvintage wine is a mongrel mix of nine different ...",https://www.winemag.com/buying-guide/sokol-blosser-nv-evolution-5th-edition-white-other/
12287,Bridgeview 1999 Black Beauty Merlot (Oregon),Bridgeview,OREGON OTHER,Oregon,1999,80,15,This is definitely a subpar effort from this usually reliable budget producer. ...,https://www.winemag.com/buying-guide/bridgeview-1999-black-beauty-merlot-other/
12288,Chehalem 2000 Pinot Gris (Willamette Valley),Chehalem,WILLAMETTE VALLEY,Willamette Valley,2000,88,15,"Chehalem aims for a crisp, Alsatian style of Pinot Gris, blending fruit ...",https://www.winemag.com/buying-guide/chehalem-2000-pinot-grigio-gris-gris-willamette-valley/
12289,Van Duzer 2000 Chardonnay (Willamette Valley),Van Duzer,WILLAMETTE VALLEY,Willamette Valley,2000,88,15,"Fresh and refreshing, Van Duzer hits it right with tart, spicy fruit ...",https://www.winemag.com/buying-guide/van-duzer-2000-chardonnay-willamette-valley/
12290,Weisinger's of Ashland 1999 Chardonnay (Rogue Valley),Weisinger's of Ashland,SOUTHERN OREGON,Rogue Valley,1999,87,15,"There is an attractive, fresh scent of herbs and clean, crisp apples, ...",https://www.winemag.com/buying-guide/weisingers-ashland-1999-chardonnay-southern-rogue-valley/
12291,Elk Cove 2000 Pinot Gris (Willamette Valley),Elk Cove,WILLAMETTE VALLEY,Willamette Valley,2000,86,15,"Elk Cove wines usually lead with the fruit, and this is no ...",https://www.winemag.com/buying-guide/elk-cove-2000-pinot-grigio-gris-gris-willamette-valley/
12292,Adea 1999 Pinot Gris (Willamette Valley),Adea,WILLAMETTE VALLEY,Willamette Valley,1999,85,15,"All from a single vineyard, this very tart wine shows green apple ...",https://www.winemag.com/buying-guide/adea-1999-pinot-grigio-gris-gris-willamette-valley/
12293,Cristom 1998 Oregon/Washington Pinot Gris (Oregon),Cristom,OREGON OTHER,Oregon,1998,92,15,"About 22% of the fruit is from the Celilo vineyard in Washington, ...",https://www.winemag.com/buying-guide/cristom-1998-oregon-washington-pinot-grigio-gris-gris-other/
12294,Tualatin Estate 1999 Pinot Blanc (Oregon),Tualatin Estate,OREGON OTHER,Oregon,1999,88,15,"A fine Chardonnay alternative, similar in weight—heftier than many—but with its own ...",https://www.winemag.com/buying-guide/tualatin-estate-1999-pinot-blanc-other/
12295,Henry Estate 1998 Barrel Fermented Chardonnay (Umpqua Valley),Henry Estate,SOUTHERN OREGON,Umpqua Valley,1998,84,15,"This is a straightforward, buttery, barrel-fermented style of Chardonnay. Butterscotch and roasted ...",https://www.winemag.com/buying-guide/henry-estate-1998-barrel-fermented-chardonnay-southern-umpqua-valley/
12296,Bridgeview 1997 Black Beauty Merlot (Oregon),Bridgeview,OREGON OTHER,Oregon,1997,83,15,"A definite impression of fresh-baked bread highlights the nose, underscored with dill ...",https://www.winemag.com/buying-guide/bridgeview-1997-black-beauty-merlot-other/
12297,Eugene Wine Cellars 1999 Pinot Noir (Oregon),Eugene Wine Cellars,OREGON OTHER,Oregon,1999,82,15,"Here is a pretty Pinot, at least from the smell of it. ...",https://www.winemag.com/buying-guide/eugene-wine-cellars-1999-pinot-noir-other/
12298,Bridgeview 1998 Blue Moon Pinot Noir (Oregon),Bridgeview,OREGON OTHER,Oregon,1998,90,15,"An untamed style of wine, with wild-fruit and ever-so-slight citrus aromatics. It's ...",https://www.winemag.com/buying-guide/bridgeview-1998-blue-moon-pinot-noir-other/
12299,Evesham Wood 1998 Pinot Noir (Willamette Valley),Evesham Wood,WILLAMETTE VALLEY,Willamette Valley,1998,87,15,"A good value in Oregon Pinot, this wine features fully ripe cherry ...",https://www.winemag.com/buying-guide/evesham-wood-1998-pinot-noir-willamette-valley/
12300,Siskiyou Vineyards 1998 Pinot Noir (Willamette Valley),Siskiyou Vineyards,WILLAMETTE VALLEY,Willamette Valley,1998,86,15,"Rather mute and compact in the nose, but don't judge it solely ...",https://www.winemag.com/buying-guide/siskiyou-1998-pinot-noir-willamette-valley/
12301,Golden Valley 1997 St. Herman's Vineyard Chardonnay (Willamette Valley),Golden Valley,WILLAMETTE VALLEY,Willamette Valley,1997,88,15,Scents of root and earth and sassafras; flavors are a bit tight ...,https://www.winemag.com/buying-guide/golden-valley-1997-st-hermans-vineyard-chardonnay-willamette-valley/
12302,Tualatin Estate 1998 Pinot Blanc (Willamette Valley),Tualatin Estate,WILLAMETTE VALLEY,Willamette Valley,1998,86,15,"The nose is lovely, with a smoky edge. On the palate there ...",https://www.winemag.com/buying-guide/tualatin-estate-1998-pinot-blanc-willamette-valley/
12303,Torii Mor 1998 Pinot Gris (Yamhill County),Torii Mor,WILLAMETTE VALLEY,Yamhill County,1998,90,15,"An excellent wine from the excellent 1998 vintage in Oregon. Fresh-cut hay, ...",https://www.winemag.com/buying-guide/torii-mor-1998-pinot-grigio-gris-gris-willamette-valley-yamhill-county/
12304,Bethel Heights 1997 Pinot Noir (Willamette Valley),Bethel Heights,WILLAMETTE VALLEY,Willamette Valley,1997,84,15,"Lean cherry aromas. Medium mouthfeel, berry flavors, and moderately astringent. Finishes with ...",https://www.winemag.com/buying-guide/bethel-heights-1997-pinot-noir-willamette-valley/
12305,Elk Cove 1998 Pinot Gris (Willamette Valley),Elk Cove,WILLAMETTE VALLEY,Willamette Valley,1998,88,15,Opens with a strong nose of basil. Sweet fruit on the palate. ...,https://www.winemag.com/buying-guide/elk-cove-1998-pinot-grigio-gris-gris-willamette-valley/
12306,WillaKenzie Estate 1997 Pinot Gris (Willamette Valley),WillaKenzie Estate,WILLAMETTE VALLEY,Willamette Valley,1997,87,15,A stylish wine from the French team at this winery. Green apples ...,https://www.winemag.com/buying-guide/willakenzie-estate-1997-pinot-grigio-gris-gris-willamette-valley/
12307,WillaKenzie Estate 1997 Pinot Grigio (Willamette Valley),WillaKenzie Estate,WILLAMETTE VALLEY,Willamette Valley,1997,87,15,A stylish wine from the French team at this Oregon winery. Green ...,https://www.winemag.com/buying-guide/willakenzie-estate-1997-pinot-grigio-gris-grigio-willamette-valley/
12308,Lange 1997 Pinot Gris (Willamette Valley),Lange,WILLAMETTE VALLEY,Willamette Valley,1997,85,15,Review unavailable at this time,https://www.winemag.com/buying-guide/lange-1997-pinot-grigio-gris-gris-willamette-valley/
12309,Eola Hills 2019 Pinot Gris (Eola-Amity Hills),Eola Hills,WILLAMETTE VALLEY,Eola-Amity Hills,2019,92,14,"This white is bright and snappy, with well-defined flavors of apple, pear ...",https://www.winemag.com/buying-guide/eola-hills-2019-p-gris-pinot-gris-eola-amity-hills/
12310,Willamette Valley Vineyards 2019 Riesling (Willamette Valley),Willamette Valley Vineyards,WILLAMETTE VALLEY,Willamette Valley,2019,91,14,"The back label indicates this is medium sweet, but it is so ...",https://www.winemag.com/buying-guide/willamette-valley-vineyards-2019-riesling-willamette-valley/
12311,Eola Hills 2019 Gewürztraminer (Eola-Amity Hills),Eola Hills,WILLAMETTE VALLEY,Eola-Amity Hills,2019,90,14,"Part of the winery's value-priced tier, this wine is sourced from a ...",https://www.winemag.com/buying-guide/eola-hills-2019-g-gewurztraminer-eola-amity-hills/
12312,Eola Hills 2019 Riesling (Eola-Amity Hills),Eola Hills,WILLAMETTE VALLEY,Eola-Amity Hills,2019,90,14,"This single-vineyard estate wine is bursting with delicious peach, pear and apricot ...",https://www.winemag.com/buying-guide/eola-hills-2019-r-riesling-eola-amity-hills/
12313,Rainstorm 2018 Pinot Gris (Willamette Valley),Rainstorm,WILLAMETTE VALLEY,Willamette Valley,2018,89,14,"This affordable wine is almost effusively fruity, loaded with fleshy pear flavors ...",https://www.winemag.com/buying-guide/rainstorm-2018-pinot-gris-willamette-valley/
12314,Lujon 2018 Pinot Gris (Eola-Amity Hills),Lujon,WILLAMETTE VALLEY,Eola-Amity Hills,2018,87,14,"As in past vintages, this includes a touch of residual sugar, rounding ...",https://www.winemag.com/buying-guide/lujon-2018-pinot-gris-eola-amity-hills/
12315,Kudos 2019 Riesling (Willamette Valley),Kudos,WILLAMETTE VALLEY,Willamette Valley,2019,90,14,"Succulent, dry and tangy, this bring zippy citrus fruit flavors of grapefruit ...",https://www.winemag.com/buying-guide/kudos-2019-riesling-willamette-valley/
12316,Wine by Joe 2019 Chardonnay (Oregon),Wine by Joe,OREGON OTHER,Oregon,2019,89,14,"This solid quaffer brings fresh fruit flavors of apple and pear, with ...",https://www.winemag.com/buying-guide/wine-by-joe-2019-chardonnay-oregon/
12317,Wine by Joe 2019 Rosé of Pinot Noir (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2019,88,14,"Scents of chamomile and rose hip tea open this light, almost delicate ...",https://www.winemag.com/buying-guide/wine-by-joe-2019-rose-of-pinot-noir-willamette-valley-pinot-noir/
12318,Kudos 2019 Pinot Gris (Willamette Valley),Kudos,WILLAMETTE VALLEY,Willamette Valley,2019,87,14,"This is done in a straightforward, no-frills style. Crunchy pear fruit comes ...",https://www.winemag.com/buying-guide/kudos-2019-pinot-gris-willamette-valley/
12319,Foris 2019 Pinot Gris (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2019,89,14,"A chunky palate mixes fresh apples, a touch of Bartlett pear and ...",https://www.winemag.com/buying-guide/foris-2019-pinot-gris-rogue-valley/
12320,Wine by Joe 2018 Chardonnay (Oregon),Wine by Joe,OREGON OTHER,Oregon,2018,90,14,"Well made and value priced, this fruit-powered wine features fresh, crisp flavors ...",https://www.winemag.com/buying-guide/wine-by-joe-2018-chardonnay-oregon/
12321,Willamette Valley Vineyards 2018 Riesling (Willamette Valley),Willamette Valley Vineyards,WILLAMETTE VALLEY,Willamette Valley,2018,90,14,"Loaded with fresh fruit flavors of peaches, apricots and pears, this is ...",https://www.winemag.com/buying-guide/willamette-valley-vineyards-2018-riesling-willamette-valley/
12322,Underwood 2018 Pinot Noir (Oregon),Underwood,OREGON OTHER,Oregon,2018,89,14,This wine delivers a lovely core of black cherry-candy fruit accompanied by ...,https://www.winemag.com/buying-guide/underwood-2018-pinot-noir-oregon/
12323,Underwood 2018 Pinot Gris (Oregon),Underwood,OREGON OTHER,Oregon,2018,89,14,"Another can't-miss effort from the Union Wine Company, this light and versatile ...",https://www.winemag.com/buying-guide/underwood-2018-pinot-gris-oregon/
12324,Wine by Joe 2018 Pinot Gris (Oregon),Wine by Joe,OREGON OTHER,Oregon,2018,89,14,"Here is a solid, almost chunky wine, packed with fleshy pear and ...",https://www.winemag.com/buying-guide/wine-by-joe-2018-pinot-gris-oregon/
12325,Duck Pond 2018 Pinot Gris (Willamette Valley),Duck Pond,WILLAMETTE VALLEY,Willamette Valley,2018,89,14,"Fleshy pear fruit carries this appealing wine, lightly spiced and hinting at ...",https://www.winemag.com/buying-guide/duck-pond-2018-pinot-gris-willamette-valley/
12326,Underwood 2018 Rosé (Oregon),Underwood,OREGON OTHER,Oregon,2018,88,14,"This is a blended rosé, with an unusual but effective mix of ...",https://www.winemag.com/buying-guide/underwood-2018-rose-oregon/
12327,Kings Ridge 2018 Riesling (Willamette Valley),Kings Ridge,WILLAMETTE VALLEY,Willamette Valley,2018,88,14,This off-dry Riesling offers ripe apple fruit and juicy acidity. It's not ...,https://www.winemag.com/buying-guide/kings-ridge-2018-riesling-willamette-valley/
12328,Oak Knoll 2017 Riesling (Willamette Valley),Oak Knoll,WILLAMETTE VALLEY,Willamette Valley,2017,86,14,"This is semisweet, with simple sweet and sour citrus fruit flavors that ...",https://www.winemag.com/buying-guide/oak-knoll-2017-riesling-willamette-valley/
12329,Wine by Joe 2019 Pinot Blanc (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2019,89,14,No frills here—the wine was put through all stainless-steel fermentation and no ...,https://www.winemag.com/buying-guide/wine-by-joe-2019-pinot-blanc-willamette-valley/
12330,Castle Rock 2018 Pinot Noir (Willamette Valley),Castle Rock,WILLAMETTE VALLEY,Willamette Valley,2018,89,14,"Despite almost tripling production from the previous vintage, this maintains the quality. ...",https://www.winemag.com/buying-guide/castle-rock-2018-pinot-noir-willamette-valley/
12331,Christopher Michael 2018 Pinot Noir (Oregon),Christopher Michael,OREGON OTHER,Oregon,2018,88,14,This value brand plumbs the Pacific Northwest for a variety of expressions. ...,https://www.winemag.com/buying-guide/christopher-michael-2018-pinot-noir-oregon/
12332,High Pass 2019 Pinot Noir Rosé (Willamette Valley),High Pass,WILLAMETTE VALLEY,Willamette Valley,2019,87,14,There's enough sweetness in the fruit and perceptible residual sugar to push ...,https://www.winemag.com/buying-guide/high-pass-2019-pinot-noir-rose-willamette-valley/
12333,Foris 2018 Pinot Gris (Rogue Valley),Foris,SOUTHERN OREGON,Rogue Valley,2018,92,14,There isn't another estate-based winery in Oregon that delivers such excellent wines ...,https://www.winemag.com/buying-guide/foris-2018-pinot-gris-rogue-valley/
12334,Chemistry 2018 Pinot Gris (Willamette Valley),Chemistry,WILLAMETTE VALLEY,Willamette Valley,2018,89,14,This all-stainless effort is fruit-powered and loaded with fresh flavors of apple ...,https://www.winemag.com/buying-guide/chemistry-2018-pinot-gris-willamette-valley/
12335,Carlton Cellars 2018 Pinot Gris (Willamette Valley),Carlton Cellars,WILLAMETTE VALLEY,Willamette Valley,2018,90,14,"A light, clean, fresh wine, this opens with scents of calla lily, ...",https://www.winemag.com/buying-guide/carlton-cellars-2018-pinot-gris-willamette-valley/
12336,Wine by Joe 2018 Seabreeze Estate Pinot Blanc (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2018,90,14,"This is a juicy and fruity wine, with forward and delicious flavors ...",https://www.winemag.com/buying-guide/wine-by-joe-2018-seabreeze-estate-pinot-blanc-willamette-valley/
12337,Wine by Joe 2018 Rosé of Pinot Noir (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2018,89,14,Watermelon and strawberry fruit anchors this refreshing wine. The acidity keeps the ...,https://www.winemag.com/buying-guide/wine-by-joe-2018-rose-of-pinot-noir-willamette-valley/
12338,Zimri Cellars 2018 Pinot Gris (Willamette Valley),Zimri Cellars,WILLAMETTE VALLEY,Willamette Valley,2018,89,14,"This is a leesy, creamy, textural wine; the underlying minerality advances the ...",https://www.winemag.com/buying-guide/zimri-cellars-2018-pinot-gris-willamette-valley/
12339,Cameron Hughes 2017 Lot 672 Chardonnay (Rogue Valley),Cameron Hughes,SOUTHERN OREGON,Rogue Valley,2017,88,14,"This no-frills Chardonnay brings tart, clean flavors of lemon curd and green ...",https://www.winemag.com/buying-guide/cameron-hughes-2017-lot-672-chardonnay-rogue-valley/
12340,August Cellars 2016 Riesling (Oregon),August Cellars,OREGON OTHER,Oregon,2016,88,14,"Though the back label calls this off-dry, which is technically true given ...",https://www.winemag.com/buying-guide/august-cellars-2016-riesling-oregon/
12341,August Cellars 2014 Dry Gewürztraminer (Oregon),August Cellars,OREGON OTHER,Oregon,2014,87,14,"Though labeled dry, the flavors are off-dry, with a distinctive honeyed character. ...",https://www.winemag.com/buying-guide/august-cellars-2014-dry-gewurztraminer-oregon/
12342,Underwood 2017 Pinot Gris (Oregon),Underwood,OREGON OTHER,Oregon,2017,90,14,"This exceptionally lively, all stainless Pinot Gris has more natural fruit complexity ...",https://www.winemag.com/buying-guide/underwood-2017-pinot-gris-oregon-308312/
12343,Castle Rock 2017 Pinot Noir (Willamette Valley),Castle Rock,WILLAMETTE VALLEY,Willamette Valley,2017,89,14,Right on the heels of the 2016 comes this early release from ...,https://www.winemag.com/buying-guide/castle-rock-2017-pinot-noir-willamette-valley/
12344,Castle Rock 2017 Pinot Noir (Willamette Valley),Castle Rock,WILLAMETTE VALLEY,Willamette Valley,2017,89,14,Right on the heels of the 2016 comes this early release from ...,https://www.winemag.com/buying-guide/castle-rock-2017-pinot-noir-willamette-valley/
12345,Underwood 2017 Pinot Noir (Oregon),Underwood,OREGON OTHER,Oregon,2017,87,14,Production of this value Pinot has almost tripled in the past few ...,https://www.winemag.com/buying-guide/underwood-2017-pinot-noir-oregon-308313/
12346,Carlton Cellars 2017 Pinot Gris (Willamette Valley),Carlton Cellars,WILLAMETTE VALLEY,Willamette Valley,2017,89,14,"In an outstanding portfolio of crisp, textural 2017 white wines, this is ...",https://www.winemag.com/buying-guide/carlton-cellars-2017-pinot-gris-willamette-valley-305852/
12347,Foris 2017 Pinot Gris (Southern Oregon),Foris,SOUTHERN OREGON,Southern Oregon,2017,88,14,"As with all of the Foris white wines, refreshing minerality and an ...",https://www.winemag.com/buying-guide/foris-2017-pinot-gris-southern-oregon/
12348,Erath 2016 Pinot Gris (Oregon),Erath,OREGON OTHER,Oregon,2016,87,14,This widely available wine opens with a burst of spiced pear. The ...,https://www.winemag.com/buying-guide/erath-2016-pinot-gris-oregon-305869/
12349,Castle Rock 2016 Pinot Noir (Willamette Valley),Castle Rock,WILLAMETTE VALLEY,Willamette Valley,2016,89,14,The newest vintage from Castle Rock offers a sturdy and flavorful wine ...,https://www.winemag.com/buying-guide/castle-rock-2016-pinot-noir-willamette-valley/
12350,Lujon 2017 Pinot Gris (Willamette Valley),Lujon,WILLAMETTE VALLEY,Willamette Valley,2017,88,14,"Though not as ripe as past vintages, this brings appealing flavors of ...",https://www.winemag.com/buying-guide/lujon-2017-pinot-gris-willamette-valley-302186/
12351,Duck Pond 2017 Pinot Gris (Willamette Valley),Duck Pond,WILLAMETTE VALLEY,Willamette Valley,2017,91,14,"With exceptional texture and detail, this young wine transcends the vast majority ...",https://www.winemag.com/buying-guide/duck-pond-2017-pinot-gris-willamette-valley/
12352,Wine by Joe 2017 Pinot Blanc (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2017,89,14,This vintage of the Pinot Blanc stands out for its aromatic and ...,https://www.winemag.com/buying-guide/wine-by-joe-2017-pinot-blanc-willamette-valley/
12353,Wine by Joe 2017 Rosé of Pinot Noir (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2017,89,14,"The fruit flavors of watermelon and strawberry, often the highlight of Oregon ...",https://www.winemag.com/buying-guide/wine-by-joe-2017-rose-of-pinot-noir-willamette-valley/
12354,Wine by Joe 2017 Pinot Gris (Oregon),Wine by Joe,OREGON OTHER,Oregon,2017,88,14,Joe Dobbes' even-handed winemaking consistently delivers reliably tasty and affordable Wine by ...,https://www.winemag.com/buying-guide/wine-by-joe-2017-pinot-gris-oregon/
12355,Willamette Valley Vineyards 2017 Riesling (Willamette Valley),Willamette Valley Vineyards,WILLAMETTE VALLEY,Willamette Valley,2017,88,14,"Medium sweet and fruit forward, this is a juicy fruity wine with ...",https://www.winemag.com/buying-guide/willamette-valley-vineyards-2017-riesling-willamette-valley/
12356,Erath 2017 Rosé of Pinot Noir (Oregon),Erath,OREGON OTHER,Oregon,2017,87,14,"Light in color and body, this rosé is produced in larger quantities ...",https://www.winemag.com/buying-guide/erath-2017-rose-of-pinot-noir-oregon/
12357,Chris James 2017 Pinot Noir Rosé (Willamette Valley),Chris James,WILLAMETTE VALLEY,Willamette Valley,2017,87,14,"In a state seemingly overrun with rosé, this is cheaper and sweeter ...",https://www.winemag.com/buying-guide/chris-james-2017-pinot-noir-rose-willamette-valley/
12358,Girardet 2015 14 Vines Red (Umpqua Valley),Girardet,SOUTHERN OREGON,Umpqua Valley,2015,89,14,This wine's name is a reference to the original plantings at this ...,https://www.winemag.com/buying-guide/girardet-2015-14-vines-red-umpqua-valley/
12359,Wine by Joe 2016 Chardonnay (Oregon),Wine by Joe,OREGON OTHER,Oregon,2016,89,14,This wine's easygoing juicy green apple fruit is highlighted with cilantro and ...,https://www.winemag.com/buying-guide/wine-by-joe-2016-chardonnay-oregon/
12360,Wine by Joe 2016 Pinot Blanc (Willamette Valley),Wine by Joe,WILLAMETTE VALLEY,Willamette Valley,2016,89,14,All the white wines from this budget-friendly label managed by Joe Dobbes ...,https://www.winemag.com/buying-guide/wine-by-joe-2016-pinot-blanc-willamette-valley/
12361,Wine by Joe 2016 Pinot Gris (Oregon),Wine by Joe,OREGON OTHER,Oregon,2016,88,14,"This blends forward, fleshy peach and pear flavors. It's lightly spicy, with ...",https://www.winemag.com/buying-guide/wine-by-joe-2016-pinot-gris-oregon/
12362,Oak Knoll 2015 Pinot Gris (Willamette Valley),Oak Knoll,WILLAMETTE VALLEY,Willamette Valley,2015,86,14,This wine's lightly ripened fruit flavors suggest pear flesh and pear skin. ...,https://www.winemag.com/buying-guide/oak-knoll-2015-pinot-gris-willamette-valley/
